RANK,SUM,Pop_SD,VAR
96483,6672.2,3116.74,21253.699
125847,6367.381,3172.494,22025.572
163601,6032.4,2448.149,13112.701
2097,6123.8,3715.867,30210.899
6292,4813.581,2801.41,17174.974
35657,6032.4,3346.611,24507.539
10487,5149.019,2930.741,18795.953
41949,6001.781,2756.624,16626.574
16780,6245.819,3352.552,24596.654
2097,5941,3500.163,26810.819
37754,5727.581,2841.169,17662.593
18877,5971.619,2991.979,19587.934
113262,6580.8,2796.383,17110.08
41949,6824.381,3284.916,23609.534
6292,5240.419,3261.152,23268.612
29364,5971.619,3401.451,25315.972
130042,6520.019,3074.696,20684.734
4195,6032.4,3838.8,32245.92
6292,5849.6,3683.42,29686.72
8390,5544.781,3039.964,20221.793
77606,5849.6,2976.898,19389.139
2097,5727.581,3427.5,25705.793
67118,5941,3148.73,21692.419
8390,6063.019,3603.902,28423.572
10487,5941,3848.854,32416.381
90190,6428.619,3494.222,26717.134
20975,5727.581,3471.829,26376.212
8390,5240.419,3085.207,20830.974
62924,5392.6,2681.219,15733.139
188771,7129.2,3012.087,19852.08
8390,4996.381,3110.799,21172.353
8390,5331.819,2992.893,19600.273
14682,6550.181,3390.026,25145.054
37754,5636.181,2835.228,17589.473
2097,5087.781,3222.307,22720.212
134237,6245.819,2922.058,18686.273
60826,6520.019,3145.988,21659.972
71313,6123.8,3221.85,22716.099
41949,5971.619,2991.979,19587.934
56631,6123.8,3129.993,21436.499
10487,5240.419,3058.244,20465.374
14682,5849.6,3266.636,23349.501
6292,5514.619,3177.064,22086.353
67118,6184.581,3447.608,26010.612
333495,6367.381,3047.276,20319.134
8390,5849.6,3481.426,26518.339
165699,6458.781,2540.92,14128.612
6292,5849.6,3571.912,27919.501
142627,6032.4,3145.074,21643.52
6292,6398,3571.455,27907.619
159406,6824.381,3097.089,20989.553
18877,5788.819,3169.295,21976.673
2097,5118.4,3358.95,24690.339
4195,5666.8,3511.588,26981.28
14682,5575.4,3193.516,22313.939
100678,5941,3013.001,19864.419
4195,5849.6,3180.263,22131.139
176186,6855,3135.477,21509.619
6292,5301.2,3427.043,25701.68
2097,5179.181,2983.753,19478.254
4195,4692.019,2789.528,17028.734
10487,5392.6,3223.678,22740.32
29364,6184.581,3328.331,24243.393
71313,6672.2,3503.362,26859.261
6292,6184.581,3543.121,27473.012
6292,5941,3539.922,27420
6292,5301.2,3447.608,26006.499
10487,5606.019,3263.437,23305.172
4195,6306.6,3634.064,28894.739
83898,6550.181,3191.231,22281.492
88093,6245.819,3443.038,25937.492
65021,6458.781,3443.495,25949.374
83898,7068.419,3085.207,20830.974
48241,5971.619,3360.321,24706.334
2097,4935.6,3153.757,21765.539
4195,5941,3567.342,27846.381
169893,6337.219,3098.917,21013.774
35657,6580.8,3311.422,23995.699
14682,6367.381,3421.559,25620.334
6292,5818.981,3429.785,25742.353
39852,6337.219,3067.384,20587.393
203453,6367.381,2887.783,18247.553
83898,6458.781,3152.386,21744.974
12585,6580.8,3601.617,28382.899
29364,6458.781,3624.924,28752.612
25169,6063.019,3250.641,23122.372
4195,4722.181,2859.449,17894.292
94385,6489.4,3145.074,21643.52
20975,5544.781,3341.127,24426.193
8390,5666.8,3386.37,25092.499
56631,6093.181,3499.249,26790.254
33559,5758.2,3174.322,22045.68
4195,5606.019,3545.863,27509.572
14682,5636.181,3133.649,21489.054
2097,5057.619,3417.903,25559.553
44046,6337.219,3103.487,21075.012
25169,5910.381,2982.839,19466.372
287351,6550.181,2936.682,18869.073
58729,6458.781,3543.121,27473.012
10487,4996.381,3119.482,21294.372
18877,5788.819,3039.05,20209.454
2097,5361.981,3537.637,27387.553
4195,5880.219,3578.31,28021.412
81801,6458.781,3332.901,24304.174
2097,5240.419,3491.937,26680.574
29364,6398,3460.404,26201.181
136334,6184.581,3121.31,21318.593
6292,5149.019,2940.338,18917.972
14682,6215.2,3535.352,27346.88
8390,5636.181,3306.852,23926.692
297838,6885.619,3092.519,20928.772
2097,5575.4,3330.159,24263.501
2097,5606.019,3747.857,30738.734
60826,5849.6,3087.035,20851.539
33559,5941,2989.694,19559.6
146822,6641.581,3049.104,20343.812
2097,5118.4,3358.95,24690.339
4195,5331.819,3039.05,20209.454
121652,6337.219,3191.688,22293.374
2097,5301.2,3374.031,24909.699
46144,6885.619,3638.634,28971.972
56631,6367.381,3438.011,25864.372
31462,6245.819,3597.047,28313.892
77606,6306.6,3073.325,20668.739
2097,5331.819,3459.033,26181.073
79703,6123.8,3235.103,22898.899
31462,5423.219,3243.786,23024.574
65021,5361.981,3028.996,20075.553
81801,5971.619,3110.799,21172.353
12585,5941,3113.084,21204.8
39852,5788.819,2879.1,18137.873
37754,5941,2914.289,18584.819
4195,5392.6,3095.718,20973.101
48241,6245.819,3294.056,23743.892
123750,6428.619,3368.547,24828.353
8390,5788.819,3443.038,25937.492
98580,7068.419,3374.031,24913.812
85995,5849.6,3228.248,22801.101
2097,5301.2,3479.598,26493.661
291546,6763.6,2788.157,17012.739
41949,6123.8,3012.087,19852.08
16780,5788.819,3612.585,28557.473
10487,5971.619,3438.011,25864.372
165699,6824.381,2843.911,17699.153
4195,5606.019,3721.808,30312.353
10487,5880.219,3782.589,31311.812
8390,5941,3157.413,21813.981
50339,6123.8,3156.499,21802.099
2097,5361.981,3417.903,25559.553
104873,5636.181,3186.661,22220.254
23072,5666.8,3107.6,21131.68
117457,5606.019,2848.938,17759.934
37754,6611.419,3398.709,25279.412
16780,5240.419,3213.624,22598.193
2097,5941,3379.058,24982.819
50339,5636.181,2869.503,18015.854
75508,6154.419,3112.17,21196.574
46144,5514.619,3042.706,20258.353
8390,6063.019,3356.208,24645.553
58729,5910.381,3128.622,21415.934
48241,6123.8,3459.49,26189.299
54534,5818.981,3376.773,24950.372
109067,6641.581,3183.005,22171.812
73411,6184.581,3386.827,25096.612
27267,5484,3135.477,21509.619
144724,6123.8,3053.217,20400.48
2097,5301.2,3719.523,30271.68
37754,6580.8,3340.67,24422.08
35657,6184.581,3337.014,24365.412
94385,6611.419,3286.287,23634.212
85995,6001.781,3256.582,23207.374
6292,5361.981,3310.051,23975.134
140529,6063.019,3280.346,23548.753
4195,5941,3652.344,29187.219
8390,6215.2,3609.386,28504.461
10487,5666.8,3374.031,24909.699
18877,5788.819,3169.295,21976.673
2097,5118.4,3536.723,27371.101
41949,6550.181,3221.393,22707.873
2097,4052.219,2463.23,13275.393
4195,5544.781,3394.596,25218.174
125847,6123.8,2874.987,18084.861
73411,5453.381,3070.126,20623.953
10487,5636.181,3530.782,27277.873
58729,5697.419,2923.429,18698.612
2097,5361.981,3433.898,25803.134
178283,6672.2,3183.005,22167.699
79703,6641.581,3415.161,25522.993
6292,5758.2,3578.31,28017.299
14682,6093.181,3336.1,24353.073
96483,5818.981,2460.945,13251.172
4195,4996.381,3019.856,19953.534
16780,5514.619,3254.754,23183.153
33559,5606.019,3119.482,21294.372
41949,5910.381,2774.447,16845.934
316715,6489.4,2671.165,15611.12
20975,5606.019,3159.241,21842.772
419490,6489.4,2943.994,18962.301
18877,6032.4,3432.984,25787.139
33559,6093.181,3446.694,25998.273
12585,5788.819,3273.034,23439.073
4195,5788.819,3463.146,26241.854
10487,5849.6,3769.336,31088.339
230720,6732.981,3458.119,26168.734
58729,6245.819,3225.506,22768.654
6292,5544.781,3247.899,23085.812
2097,6063.019,3706.727,30068.772
35657,6398,3444.409,25957.6
35657,6184.581,3431.613,25766.574
2097,5270.581,3475.942,26436.993
37754,5575.4,2896.009,18353.12
20975,5484,3103.944,21082.781
2097,5118.4,3391.854,25177.501
266376,7007.181,2683.961,15761.473
27267,5849.6,3432.984,25787.139
44046,6245.819,2883.67,18198.654
6292,5758.2,3636.349,28931.299
8390,6001.781,3378.144,24974.593
132139,5758.2,2908.348,18511.699
75508,5849.6,3167.01,21948.339
2097,5666.8,3503.362,26859.261
18877,5423.219,3049.104,20343.812
81801,6154.419,3147.816,21684.193
35657,5849.6,3363.063,24751.12
31462,4874.819,2844.825,17711.492
4195,5971.619,3699.415,29946.753
113262,6732.981,3051.846,20380.372
159406,6458.781,2821.518,17419.012
23072,5057.619,3042.706,20258.353
8390,6275.981,3615.784,28606.372
2097,4904.981,2935.768,18856.734
46144,5544.781,2998.377,19673.393
10487,5270.581,3357.579,24669.774
10487,5727.581,3332.901,24304.174
44046,5818.981,3119.482,21294.372
6292,5727.581,3361.692,24731.012
146822,6580.8,3016.657,19912.861
54534,5818.981,3368.547,24828.353
12585,5971.619,3397.338,25254.734
2097,6184.581,3790.358,31433.374
2097,4844.2,3134.563,21497.28
48241,5818.981,3163.811,21903.553
174088,6428.619,3097.089,20989.553
65021,5453.381,3033.566,20136.334
12585,5453.381,2973.242,19344.353
115360,6885.619,3401.451,25315.972
4195,5270.581,3507.932,26924.612
109067,6184.581,2989.237,19551.374
8390,6001.781,3402.822,25340.193
448854,7312,2970.957,19316.019
4195,5758.2,3782.589,31307.699
18877,6001.781,3349.353,24548.212
73411,6672.2,3523.47,27164.08
60826,5880.219,3094.347,20952.993
37754,5849.6,2876.815,18109.539
239109,6915.781,3112.17,21196.574
16780,5331.819,3199.914,22403.054
10487,6215.2,3624.467,28748.499
77606,6275.981,3083.836,20806.753
44046,6520.019,3199,22391.172
2097,5240.419,3555.003,27655.812
8390,5179.181,3306.852,23926.692
8390,5880.219,3361.692,24731.012
6292,5392.6,3313.25,24019.92
54534,5849.6,3477.313,26457.101
264279,7342.619,2754.339,16602.353
163601,6702.819,2770.791,16797.492
77606,6367.381,2964.102,19222.334
2097,5392.6,3501.077,26822.701
8390,5575.4,3408.306,25421.539
14682,6611.419,3539.465,27411.774
2097,5880.219,3640.005,28996.193
4195,5423.219,3349.353,24548.212
8390,5636.181,3199.914,22403.054
125847,6367.381,3083.836,20806.753
14682,5636.181,2912.918,18564.254
136334,6337.219,3187.575,22232.593
46144,5910.381,3458.119,26168.734
25169,5606.019,3038.136,20197.572
4195,5788.819,3430.699,25754.692
4195,5118.4,3245.157,23045.139
14682,5818.981,3225.049,22756.772
10487,5941,3452.178,26079.619
27267,5697.419,3378.144,24974.593
2097,6093.181,3752.427,30811.854
130042,6824.381,3114.912,21233.134
4195,5331.819,3562.315,27765.492
2097,6063.019,3634.978,28910.734
6292,5666.8,3315.535,24056.48
25169,6520.019,3646.403,29093.534
10487,5910.381,3611.671,28545.134
10487,6032.4,3528.954,27249.539
4195,5818.981,3695.759,29885.972
216037,6520.019,3033.566,20136.334
29364,5758.2,2835.685,17597.699
6292,5849.6,3540.836,27432.339
165699,6306.6,2430.783,12929.901
46144,5727.581,3378.144,24974.593
46144,5849.6,3424.758,25665.12
29364,5849.6,3184.833,22191.92
4195,5849.6,3493.308,26701.139
247499,6489.4,3162.897,21887.101
4195,5484,3403.736,25348.419
14682,6306.6,3257.953,23227.939
2097,5179.181,3277.147,23499.854
6292,5575.4,3634.064,28894.739
48241,5727.581,2993.807,19612.612
10487,5788.819,3542.664,27460.673
2097,4387.2,2600.33,14794.461
41949,6732.981,3241.958,23000.353
23072,5849.6,3325.589,24202.72
2097,5514.619,3470.458,26351.534
199258,6915.781,3423.387,25645.012
50339,5849.6,2995.178,19632.72
39852,7068.419,3378.144,24974.593
8390,6063.019,3368.547,24828.353
130042,6458.781,3129.993,21440.612
31462,5849.6,3540.836,27432.339
4195,5149.019,3225.049,22756.772
37754,5910.381,2973.242,19344.353
106970,5575.4,2655.17,15428.32
52436,5575.4,2660.654,15489.101
8390,6306.6,3325.589,24202.72
8390,5118.4,2778.103,16890.72
404808,6794.219,2979.64,19429.812
2097,4447.981,2754.339,16602.353
6292,6428.619,3454.006,26107.953
14682,5941,3452.178,26079.619
2097,5240.419,3311.879,23999.812
16780,6001.781,3382.714,25035.374
201355,6458.781,3021.684,19978.212
16780,5971.619,3458.119,26168.734
20975,6306.6,3560.487,27736.701
6292,5880.219,3559.116,27716.593
6292,5392.6,3395.967,25238.739
25169,5666.8,3252.012,23142.48
12585,6458.781,3475.942,26436.993
144724,6580.8,3422.93,25640.899
6292,5636.181,3418.36,25571.892
50339,6245.819,3277.147,23499.854
20975,5392.6,3000.205,19693.501
188771,6337.219,2637.804,15225.412
102775,6885.619,3326.96,24219.172
16780,5727.581,3174.322,22049.793
27267,5636.181,3255.668,23195.492
25169,4935.6,2686.703,15793.92
20975,5514.619,3339.299,24401.972
239109,6915.781,3049.104,20343.812
35657,6001.781,3423.387,25645.012
153114,6337.219,3156.956,21806.212
10487,5697.419,3349.353,24548.212
31462,5727.581,3586.079,28142.974
31462,6337.219,3601.617,28387.012
159406,6794.219,3062.814,20526.612
14682,6367.381,3305.938,23914.353
115360,6702.819,3273.034,23439.073
8390,5270.581,3222.307,22720.212
2097,4813.581,3324.218,24182.612
283156,7098.581,3053.674,20404.593
98580,5971.619,2977.812,19405.134
113262,6732.981,2968.672,19283.572
278961,6550.181,3029.91,20087.892
12585,5606.019,3429.785,25742.353
39852,5788.819,3107.143,21123.454
29364,5697.419,3178.892,22110.574
16780,5666.8,3303.196,23873.68
134237,7037.8,3315.535,24056.48
71313,6458.781,3204.941,22476.174
23072,5727.581,3427.5,25705.793
23072,5209.8,2884.584,18206.88
4195,5575.4,3618.526,28650.701
2097,5666.8,3566.428,27834.499
104873,6428.619,3541.75,27448.334
27267,5971.619,3474.114,26412.772
65021,6489.4,3404.193,25360.301
54534,5514.619,3128.622,21415.934
2097,5057.619,3322.847,24157.934
6292,5880.219,3593.848,28264.993
4195,5484,3391.397,25165.619
27267,6093.181,3550.433,27582.692
2097,4752.8,3034.937,20156.899
20975,5818.981,3335.186,24340.734
2097,5270.581,3447.608,26010.612
79703,5575.4,2773.076,16829.939
14682,5971.619,3425.672,25681.572
20975,6611.419,3628.58,28813.393
35657,5849.6,3171.58,22009.12
50339,6641.581,3286.287,23634.212
299935,6915.781,3053.674,20404.593
6292,5818.981,3486.453,26595.572
88093,6184.581,3324.218,24182.612
308325,7098.581,2932.569,18820.174
111165,6032.4,2559.2,14331.52
12585,6275.981,3553.632,27631.134
132139,6520.019,3155.128,21781.534
16780,5697.419,3256.582,23207.374
12585,6672.2,3689.361,29784.061
18877,5423.219,2850.766,17784.612
56631,5666.8,2988.78,19547.261
46144,5971.619,3301.825,23853.572
218135,7007.181,3182.091,22159.473
65021,5971.619,3322.847,24157.934
29364,5666.8,3303.196,23873.68
6292,6063.019,3615.784,28606.372
20975,5880.219,3467.716,26314.974
48241,5636.181,2898.294,18381.454
90190,6306.6,3358.95,24690.339
31462,6063.019,3572.826,27935.953
10487,5636.181,3348.439,24535.873
60826,6215.2,3264.808,23325.28
4195,5849.6,3528.954,27249.539
37754,6275.981,3318.277,24097.153
136334,6611.419,3311.879,23999.812
153114,6732.981,3421.559,25620.334
41949,6063.019,2968.672,19283.572
8390,5575.4,3059.615,20485.939
8390,6154.419,3590.192,28204.212
27267,5240.419,2942.166,18942.193
56631,6398,3235.56,22910.781
88093,6580.8,3455.377,26128.061
18877,6154.419,3256.582,23207.374
281058,6489.4,3104.858,21095.12
10487,5758.2,3483.711,26554.899
10487,5849.6,3485.082,26579.12
4195,5636.181,3523.013,27155.854
109067,6641.581,3039.964,20221.793
10487,6001.781,3617.155,28630.593
23072,5971.619,3506.104,26899.934
8390,5087.781,3108.057,21135.793
52436,6520.019,3384.999,25071.934
10487,5514.619,3305.938,23914.353
4195,6245.819,3662.398,29349.454
434172,6641.581,2908.805,18515.812
20975,5027,2812.378,17305.219
171991,6458.781,3103.487,21075.012
29364,5666.8,3169.752,21984.899
207648,6215.2,2524.011,13941.699
56631,6458.781,3209.511,22537.412
8390,5636.181,3208.597,22525.073
169893,6672.2,3161.069,21862.88
41949,5484,2519.898,13892.8
138432,6337.219,3067.384,20587.393
79703,6001.781,3026.254,20038.993
33559,5453.381,3185.747,22208.372
23072,5818.981,3259.324,23243.934
27267,5361.981,3254.754,23183.153
8390,5941,3399.623,25287.181
90190,6306.6,3266.636,23349.501
81801,6184.581,3071.954,20648.174
155211,7159.819,3195.344,22342.273
375444,7159.819,3002.033,19722.292
138432,6550.181,2912.918,18564.254
71313,6550.181,3212.71,22585.854
23072,5544.781,3311.879,23999.812
29364,5606.019,3163.811,21903.553
90190,6337.219,3386.827,25096.612
23072,5880.219,3535.352,27350.993
60826,5788.819,2815.577,17345.892
2097,5179.181,3438.925,25876.254
18877,5880.219,2865.39,17967.412
148919,6580.8,2761.194,16683.699
16780,5606.019,3237.845,22939.572
18877,5910.381,2954.505,19100.772
190868,6245.819,3438.925,25876.254
4195,5636.181,3443.038,25937.492
94385,6275.981,3038.136,20197.572
362859,7129.2,3156.499,21802.099
314618,6855,3013.001,19864.419
62924,5941,3265.722,23337.619
115360,6732.981,3397.338,25254.734
153114,6184.581,3152.386,21744.974
18877,5971.619,2959.075,19161.553
56631,6306.6,3262.523,23288.72
65021,5606.019,3019.856,19953.534
52436,6458.781,3406.935,25400.974
67118,5941,3265.722,23337.619
111165,6763.6,3118.111,21277.92
2097,5941,3675.194,29552.819
25169,5941,3523.927,27176.419
8390,5971.619,3376.773,24950.372
8390,5697.419,3551.347,27594.574
60826,5941,3274.405,23459.181
25169,5971.619,3368.547,24828.353
2097,5484,3492.394,26688.8
10487,4813.581,2993.807,19612.612
10487,5209.8,3134.563,21497.28
329300,6702.819,3486.91,26607.454
2097,5910.381,3799.498,31591.953
10487,5423.219,3503.819,26863.374
140529,6550.181,3385.913,25084.273
56631,5361.981,2834.314,17577.134
102775,6520.019,3326.96,24219.172
6292,6032.4,3512.959,27005.501
2097,5818.981,3600.246,28362.334
178283,6641.581,3139.133,21562.174
2097,5301.2,3704.442,30028.099
14682,6063.019,3293.142,23731.553
29364,6001.781,3357.579,24669.774
6292,6550.181,3523.013,27155.854
6292,5484,3201.285,22423.619
2097,5453.381,3380.886,25011.153
4195,4844.2,3217.737,22654.861
90190,6063.019,3322.847,24157.934
31462,5971.619,3384.999,25071.934
23072,4813.581,2653.799,15408.212
52436,6489.4,3404.193,25360.301
20975,6275.981,3661.484,29337.572
10487,4935.6,2938.967,18901.52
39852,7007.181,3331.987,24292.292
16780,5849.6,3656.914,29260.339
8390,5849.6,3367.176,24811.901
81801,6215.2,3089.777,20888.099
2097,5575.4,3765.68,31027.101
31462,5910.381,3389.112,25133.172
6292,5484,3121.767,21326.819
320910,6580.8,2637.347,15221.299
16780,5697.419,2942.166,18942.193
62924,5788.819,2988.323,19539.492
8390,5392.6,2665.681,15550.339
10487,5361.981,3409.677,25437.534
148919,6337.219,2865.39,17967.412
121652,6093.181,2903.321,18442.692
106970,6184.581,3143.703,21623.412
2097,5514.619,3630.865,28849.953
6292,6245.819,3542.664,27460.673
52436,6489.4,3363.063,24751.12
8390,5057.619,3079.266,20745.972
67118,5880.219,3183.005,22171.812
10487,5971.619,3522.099,27143.972
44046,6245.819,3260.238,23256.273
44046,5727.581,3081.094,20770.193
81801,6184.581,2975.07,19368.574
396418,6550.181,2931.655,18808.292
69216,6337.219,3200.371,22415.393
2097,6428.619,3680.678,29641.934
14682,5666.8,3129.993,21436.499
4195,5818.981,3657.828,29276.334
134237,6215.2,3021.227,19974.099
8390,4904.981,3001.119,19709.953
8390,5331.819,3315.078,24048.254
56631,6520.019,3466.345,26290.753
209745,6428.619,3225.049,22756.772
2097,4935.6,3309.137,23959.139
29364,5971.619,3128.622,21415.934
10487,5910.381,3458.119,26168.734
4195,5270.581,3628.58,28813.393
2097,5149.019,3347.525,24523.534
10487,5697.419,3475.942,26436.993
18877,5453.381,2878.186,18125.534
132139,5910.381,2935.768,18856.734
289448,7098.581,3161.069,21866.993
2097,4996.381,3638.634,28971.972
16780,5697.419,3294.97,23755.774
8390,5575.4,3228.248,22801.101
18877,6123.8,3217.737,22654.861
39852,6154.419,3143.703,21623.412
12585,5636.181,3331.987,24292.292
360761,6855,3214.081,22606.419
6292,5910.381,3429.785,25742.353
2097,5270.581,3402.822,25340.193
243304,6306.6,2905.606,18475.139
10487,5270.581,3345.24,24486.974
77606,6580.8,3374.031,24909.699
2097,5240.419,3353.466,24608.993
180381,6763.6,3180.263,22131.139
197160,6367.381,3042.706,20258.353
25169,6063.019,3326.96,24219.172
12585,5727.581,3324.218,24182.612
184576,6428.619,3092.519,20928.772
186673,6398,2841.626,17670.819
6292,5849.6,3400.08,25299.52
12585,6154.419,3659.199,29301.012
10487,6428.619,3646.403,29093.534
39852,6001.781,3030.824,20099.774
2097,5544.781,3535.352,27350.993
25169,6184.581,3496.05,26741.812
31462,5575.4,3400.08,25299.52
245402,6672.2,3269.378,23386.061
50339,6672.2,3221.85,22716.099
2097,5392.6,3197.629,22374.72
77606,5818.981,2991.979,19587.934
4195,5087.781,2874.987,18088.974
10487,6398,3837.886,32233.581
6292,5057.619,2964.102,19222.334
4195,5027,3090.691,20899.981
2097,5544.781,3655.543,29239.774
69216,6550.181,2997.463,19661.054
220232,6367.381,2878.186,18125.534
220232,6611.419,2806.437,17236.212
306228,6946.4,2818.319,17378.339
60826,5788.819,3088.863,20879.873
10487,5758.2,3681.592,29662.499
83898,6093.181,3061.9,20514.273
197160,6184.581,2979.64,19429.812
6292,5636.181,3120.396,21306.254
29364,5270.581,3067.384,20587.393
222330,6123.8,2766.221,16744.48
37754,6428.619,3211.796,22573.972
2097,5392.6,3746.943,30722.739
2097,5727.581,3555.003,27655.812
27267,5270.581,3235.103,22903.012
392223,6672.2,3264.808,23325.28
31462,5697.419,3447.608,26010.612
56631,5758.2,3103.03,21070.899
8390,5361.981,2926.171,18735.172
44046,6306.6,3131.821,21460.72
20975,5666.8,3503.362,26859.261
148919,6580.8,3025.797,20034.88
27267,5636.181,3225.506,22768.654
18877,5606.019,3119.482,21294.372
6292,5361.981,3276.233,23487.972
18877,5849.6,3384.085,25055.939
35657,5788.819,3182.091,22159.473
50339,5636.181,3088.863,20879.873
52436,5697.419,2786.786,16992.174
6292,5514.619,3216.366,22634.753
39852,6550.181,3402.365,25327.854
67118,6458.781,3256.582,23207.374
31462,5758.2,3491.48,26676.461
123750,6275.981,3150.558,21720.753
62924,5849.6,3257.953,23227.939
75508,5971.619,3163.811,21903.553
220232,6794.219,2970.5,19307.793
10487,6063.019,3747.857,30738.734
16780,6337.219,3261.152,23268.612
25169,5636.181,3111.256,21184.692
2097,5484,3436.183,25835.581
8390,6093.181,3601.16,28374.673
358664,7159.819,3294.056,23743.892
23072,6154.419,3431.613,25766.574
54534,6245.819,3612.585,28557.473
39852,6154.419,3183.005,22171.812
8390,5453.381,3297.255,23792.334
390126,6855,3161.983,21875.219
2097,6032.4,3809.552,31758.301
2097,5209.8,3204.484,22472.061
16780,5910.381,3474.114,26412.772
8390,5575.4,3245.157,23045.139
2097,5301.2,3546.777,27529.68
106970,5788.819,3071.04,20636.292
85995,5941,3139.59,21570.4
2097,5057.619,3490.109,26656.353
12585,5423.219,2860.82,17906.174
6292,6154.419,3539.465,27411.774
31462,6063.019,3672.909,29520.372
2097,5301.2,3613.042,28565.699
157309,6520.019,3207.683,22512.734
8390,5666.8,3374.031,24909.699
46144,5788.819,3526.669,27217.092
50339,6001.781,3152.386,21744.974
27267,5758.2,2997.92,19669.28
6292,5301.2,3151.929,21740.861
442562,7251.219,2846.196,17723.374
69216,6428.619,3141.875,21598.734
54534,5666.8,3252.012,23142.48
35657,6123.8,3235.103,22898.899
2097,5575.4,3791.272,31453.939
176186,6520.019,3042.706,20258.353
54534,6306.6,3540.836,27432.339
92288,6215.2,3344.783,24482.861
186673,6794.219,2975.07,19368.574
427880,7007.181,3098.003,21001.892
153114,6641.581,3247.899,23085.812
65021,6611.419,3582.423,28082.193
8390,5331.819,3043.62,20270.692
23072,5666.8,3398.709,25275.299
216037,6611.419,3094.347,20952.993
2097,4935.6,3262.523,23288.72
2097,5818.981,3638.634,28971.972
23072,5818.981,3280.346,23548.753
421587,6946.4,2886.412,18231.101
4195,5331.819,3285.373,23621.873
2097,5606.019,3588.821,28179.534
6292,5392.6,2995.178,19632.72
138432,5606.019,2672.536,15627.572
119555,6458.781,3112.17,21196.574
274766,6702.819,3133.649,21489.054
1040335,7586.2,2965.473,19242.899
88093,6032.4,3055.045,20424.701
39852,5971.619,3141.875,21598.734
27267,6063.019,3522.099,27143.972
469829,7129.2,2766.221,16744.48
69216,5423.219,2540.92,14128.612
132139,6063.019,3024.426,20014.772
237012,6977.019,3087.949,20867.534
46144,6641.581,3593.848,28264.993
2097,5544.781,3958.991,34297.393
132139,6215.2,3048.647,20339.699
20975,5544.781,3121.31,21318.593
167796,5910.381,3047.276,20319.134
69216,6641.581,3094.347,20952.993
8390,6306.6,3629.951,28833.501
58729,5849.6,3304.567,23897.901
16780,5727.581,3252.469,23146.593
37754,5727.581,3030.824,20099.774
2097,6154.419,3700.786,29970.974
31462,6398,3625.381,28760.381
4195,6306.6,3469.087,26335.539
14682,5484,2812.378,17305.219
29364,5331.819,3020.77,19965.873
312520,6611.419,2984.667,19490.593
6292,5087.781,3103.487,21075.012
169893,6398,3205.398,22484.4
310423,6977.019,3145.988,21659.972
257986,7037.8,2894.181,18328.899
10487,5392.6,3469.087,26335.539
27267,5484,3244.243,23032.8
364956,6672.2,3066.927,20583.28
8390,4904.981,3028.996,20075.553
4195,5697.419,3411.048,25462.212
2097,5575.4,3629.951,28833.501
14682,5788.819,3327.874,24231.054
20975,5849.6,3202.199,22435.501
94385,5941,2970.957,19316.019
60826,6032.4,3122.681,21338.701
224427,6550.181,2652.428,15395.873
33559,5727.581,3269.378,23390.174
16780,6093.181,3418.36,25571.892
104873,6580.8,3597.504,28321.661
8390,5331.819,3080.18,20757.854
33559,5941,3144.16,21631.181
14682,5484,2914.289,18584.819
161504,6763.6,2798.211,17134.301
52436,5453.381,2718.693,16175.972
4195,5636.181,3597.047,28313.892
6292,5727.581,3543.121,27473.012
81801,5697.419,2860.82,17906.174
406905,6763.6,2948.564,19023.539
6292,5941,3316.449,24068.819
67118,5666.8,3277.604,23508.08
54534,5758.2,3447.608,26006.499
83898,6154.419,2880.014,18150.212
186673,6763.6,3091.605,20912.32
12585,5361.981,3272.12,23426.734
10487,5971.619,3425.672,25681.572
220232,6398,2767.135,16756.819
62924,6215.2,3260.695,23264.499
81801,6489.4,3266.636,23349.501
10487,5910.381,3615.784,28606.372
6292,6123.8,3507.475,26920.499
102775,6702.819,3381.8,25023.492
16780,5575.4,3524.841,27188.301
377541,7159.819,2936.682,18869.073
6292,5575.4,3532.61,27310.32
8390,5606.019,3185.747,22208.372
12585,5697.419,3311.879,23999.812
23072,5636.181,3331.987,24292.292
39852,5514.619,2560.571,14347.972
46144,5423.219,3213.624,22598.193
115360,6489.4,3279.432,23532.301
52436,5606.019,2839.341,17638.372
23072,6093.181,3385.913,25084.273
2097,5453.381,3634.978,28910.734
12585,5788.819,3327.874,24231.054
182478,6337.219,2679.848,15712.574
25169,5636.181,3212.71,22585.854
46144,6093.181,3414.247,25510.654
16780,5849.6,3485.082,26579.12
2097,5331.819,3807.724,31725.854
52436,6458.781,3357.579,24669.774
31462,6063.019,3494.222,26717.134
27267,5392.6,3013.915,19876.301
44046,6123.8,3204.484,22472.061
20975,5697.419,3156.956,21806.212
16780,5544.781,3226.42,22780.993
65021,6428.619,3553.632,27631.134
85995,5544.781,2865.39,17967.412
4195,5240.419,3332.901,24304.174
73411,5606.019,3038.136,20197.572
12585,5941,3148.73,21692.419
54534,5179.181,2775.818,16858.273
37754,6123.8,3169.752,21984.899
2097,5606.019,3293.142,23731.553
69216,6001.781,2781.759,16931.393
14682,6641.581,3290.857,23694.993
109067,6855,3205.398,22484.4
10487,6215.2,3609.386,28504.461
14682,6093.181,3225.506,22768.654
4195,5575.4,3602.988,28407.12
4195,5209.8,3089.777,20888.099
20975,6123.8,3406.935,25396.861
176186,6641.581,3049.104,20343.812
